"id","room_type","status","date_reservation","time_reservation","days_of_week","check_in_date","check_out_date","sales_price","d2_hotel_occupancy","average_competitor_price","average_competitor_room_availability","no_of_reservations","created_at","updated_at"
"14720","Super Deluxe King","Confirmed","2024-11-26","15:28:00","Sunday","2024-12-08","2024-12-11","41580.00","7.89","12966.93","26","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14721","Super Deluxe King","Confirmed","2024-12-03","12:06:00","Sunday","2024-12-08","2024-12-11","41580.00","8.33","12966.93","37","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14722","Infinity Sea View","Confirmed","2024-11-16","15:07:00","Sunday","2024-12-08","2024-12-09","19800.00","8.77","17363.07","45","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14723","Panorama Ocean Suite","Confirmed","2024-12-07","10:22:00","Sunday","2024-12-08","2024-12-10","95040.00","9.21","42030.85","33","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14724","Panorama Ocean Suite","Confirmed","2024-11-26","17:29:00","Sunday","2024-12-08","2024-12-12","190080.00","9.65","42030.85","46","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14725","Panorama Ocean Suite","Confirmed","2024-11-18","18:54:00","Sunday","2024-12-08","2024-12-10","95040.00","10.09","42030.85","37","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14726","Panorama Ocean Suite","Confirmed","2024-11-10","11:19:00","Sunday","2024-12-08","2024-12-10","95040.00","10.53","42030.85","40","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14727","Super Deluxe King","Confirmed","2024-11-14","18:40:00","Sunday","2024-12-08","2024-12-11","41580.00","10.96","12966.93","24","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14728","Infinity Sea View","Confirmed","2024-11-17","19:42:00","Sunday","2024-12-08","2024-12-10","39600.00","11.40","17363.07","27","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14729","Panorama Ocean Suite","Confirmed","2024-11-28","15:25:00","Sunday","2024-12-08","2024-12-13","237600.00","11.84","42030.85","43","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14730","Super Deluxe Twin","Confirmed","2024-11-17","15:04:00","Sunday","2024-12-08","2024-12-13","59400.00","12.28","12590.45","31","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14731","Super Deluxe King","Confirmed","2024-12-04","09:46:00","Sunday","2024-12-08","2024-12-13","69300.00","12.72","12966.93","47","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14732","Infinity Sea View","Confirmed","2024-11-24","10:19:00","Sunday","2024-12-08","2024-12-11","59400.00","13.16","17363.07","18","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14733","Infinity Sea View","Confirmed","2024-11-19","09:03:00","Sunday","2024-12-08","2024-12-11","59400.00","13.60","17363.07","17","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14734","Junior Suite","Confirmed","2024-11-21","20:26:00","Sunday","2024-12-08","2024-12-10","55440.00","14.04","27414.90","34","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14735","Junior Suite","Confirmed","2024-12-05","20:55:00","Monday","2024-12-09","2024-12-12","75600.00","0.44","24810.44","38","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14736","Super Deluxe Twin","Confirmed","2024-11-12","11:58:00","Monday","2024-12-09","2024-12-13","43200.00","0.88","11016.34","18","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14737","Junior Suite","Confirmed","2024-11-21","19:39:00","Monday","2024-12-09","2024-12-12","75600.00","1.32","24810.44","23","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14738","Panorama Ocean Suite","Confirmed","2024-11-13","20:56:00","Monday","2024-12-09","2024-12-10","43200.00","1.75","42593.10","43","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14739","Junior Suite","Confirmed","2024-12-07","14:06:00","Monday","2024-12-09","2024-12-13","100800.00","2.19","24810.44","15","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14740","Super Deluxe Twin","Confirmed","2024-11-20","20:44:00","Monday","2024-12-09","2024-12-13","43200.00","2.63","11016.34","39","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14741","Infinity Sea View","Confirmed","2024-11-29","20:29:00","Monday","2024-12-09","2024-12-12","54000.00","3.07","15620.82","45","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14742","Super Deluxe Twin","Confirmed","2024-11-28","11:27:00","Monday","2024-12-09","2024-12-14","54000.00","3.51","11016.34","50","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14743","Junior Suite","Confirmed","2024-12-08","14:31:00","Monday","2024-12-09","2024-12-13","100800.00","3.95","24810.44","22","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14744","Panorama Ocean Suite","Confirmed","2024-11-20","13:04:00","Monday","2024-12-09","2024-12-14","216000.00","4.39","42593.10","13","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14745","Super Deluxe King","Confirmed","2024-11-28","10:56:00","Monday","2024-12-09","2024-12-11","25200.00","4.82","12123.81","14","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14746","Super Deluxe Twin","Confirmed","2024-11-13","09:51:00","Monday","2024-12-09","2024-12-12","32400.00","5.26","11016.34","46","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14747","Junior Suite","Confirmed","2024-11-24","17:07:00","Monday","2024-12-09","2024-12-10","25200.00","5.70","24810.44","24","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14748","Infinity Sea View","Confirmed","2024-11-10","11:00:00","Monday","2024-12-09","2024-12-14","90000.00","6.14","15620.82","27","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14749","Junior Suite","Confirmed","2024-11-26","14:41:00","Monday","2024-12-09","2024-12-10","25200.00","6.58","24810.44","43","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14750","Super Deluxe Twin","Confirmed","2024-11-23","18:56:00","Monday","2024-12-09","2024-12-11","21600.00","7.02","11016.34","22","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14751","Panorama Ocean Suite","Confirmed","2024-11-26","08:10:00","Monday","2024-12-09","2024-12-11","86400.00","7.46","42593.10","19","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14752","Super Deluxe Twin","Confirmed","2024-12-03","08:49:00","Monday","2024-12-09","2024-12-13","43200.00","7.89","11016.34","27","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14753","Junior Suite","Confirmed","2024-11-18","08:15:00","Monday","2024-12-09","2024-12-14","126000.00","8.33","24810.44","24","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14754","Super Deluxe King","Confirmed","2024-11-19","08:31:00","Monday","2024-12-09","2024-12-12","37800.00","8.77","12123.81","32","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14755","Infinity Sea View","Confirmed","2024-11-18","18:05:00","Monday","2024-12-09","2024-12-12","54000.00","9.21","15620.82","29","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14756","Super Deluxe Twin","Confirmed","2024-11-22","19:46:00","Monday","2024-12-09","2024-12-12","32400.00","9.65","11016.34","49","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14757","Infinity Sea View","Confirmed","2024-11-14","08:48:00","Monday","2024-12-09","2024-12-13","72000.00","10.09","15620.82","34","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14758","Super Deluxe Twin","Confirmed","2024-11-25","14:44:00","Monday","2024-12-09","2024-12-13","43200.00","10.53","11016.34","20","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14759","Super Deluxe Twin","Confirmed","2024-11-23","15:22:00","Monday","2024-12-09","2024-12-14","54000.00","10.96","11016.34","30","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14760","Panorama Ocean Suite","Confirmed","2024-11-23","10:47:00","Monday","2024-12-09","2024-12-14","216000.00","11.40","42593.10","18","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14761","Super Deluxe King","Confirmed","2024-12-04","14:15:00","Monday","2024-12-09","2024-12-13","50400.00","11.84","12123.81","27","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14762","Infinity Sea View","Confirmed","2024-11-17","14:37:00","Monday","2024-12-09","2024-12-12","54000.00","12.28","15620.82","20","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14763","Super Deluxe Twin","Confirmed","2024-12-04","18:27:00","Monday","2024-12-09","2024-12-10","10800.00","12.72","11016.34","14","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14764","Super Deluxe Twin","Confirmed","2024-12-07","11:02:00","Monday","2024-12-09","2024-12-12","32400.00","13.16","11016.34","34","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14765","Super Deluxe Twin","Confirmed","2024-11-29","16:13:00","Monday","2024-12-09","2024-12-13","43200.00","13.60","11016.34","37","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14766","Super Deluxe Twin","Confirmed","2024-12-04","14:52:00","Monday","2024-12-09","2024-12-11","21600.00","14.04","11016.34","32","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14767","Super Deluxe King","Confirmed","2024-11-27","20:31:00","Monday","2024-12-09","2024-12-13","50400.00","14.47","12123.81","26","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14768","Junior Suite","Confirmed","2024-11-20","10:41:00","Monday","2024-12-09","2024-12-11","50400.00","14.91","24810.44","17","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14769","Panorama Ocean Suite","Confirmed","2024-11-24","10:17:00","Monday","2024-12-09","2024-12-13","172800.00","15.35","42593.10","16","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14770","Junior Suite","Confirmed","2024-11-24","14:38:00","Tuesday","2024-12-10","2024-12-14","100800.00","0.44","25129.94","41","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14771","Infinity Sea View","Confirmed","2024-12-03","16:49:00","Tuesday","2024-12-10","2024-12-13","54000.00","0.88","16018.09","45","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14772","Junior Suite","Confirmed","2024-12-07","16:00:00","Tuesday","2024-12-10","2024-12-13","75600.00","1.32","25129.94","42","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14773","Super Deluxe Twin","Confirmed","2024-11-22","09:53:00","Tuesday","2024-12-10","2024-12-12","21600.00","1.75","11410.67","24","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14774","Infinity Sea View","Confirmed","2024-12-01","19:53:00","Tuesday","2024-12-10","2024-12-12","36000.00","2.19","16018.09","47","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14775","Junior Suite","Confirmed","2024-11-26","18:58:00","Tuesday","2024-12-10","2024-12-13","75600.00","2.63","25129.94","31","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14776","Super Deluxe King","Confirmed","2024-12-04","10:34:00","Tuesday","2024-12-10","2024-12-15","63000.00","3.07","12159.61","10","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14777","Infinity Sea View","Confirmed","2024-11-13","09:25:00","Tuesday","2024-12-10","2024-12-13","54000.00","3.51","16018.09","44","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14778","Super Deluxe Twin","Confirmed","2024-12-04","11:31:00","Tuesday","2024-12-10","2024-12-12","21600.00","3.95","11410.67","33","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14779","Super Deluxe Twin","Confirmed","2024-11-10","17:36:00","Tuesday","2024-12-10","2024-12-15","54000.00","4.39","11410.67","46","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14780","Junior Suite","Confirmed","2024-11-15","09:52:00","Tuesday","2024-12-10","2024-12-12","50400.00","4.82","25129.94","13","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14781","Super Deluxe Twin","Confirmed","2024-11-11","15:44:00","Tuesday","2024-12-10","2024-12-15","54000.00","5.26","11410.67","19","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14782","Panorama Ocean Suite","Confirmed","2024-11-30","16:04:00","Tuesday","2024-12-10","2024-12-15","216000.00","5.70","40079.83","22","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14783","Panorama Ocean Suite","Confirmed","2024-11-11","19:36:00","Tuesday","2024-12-10","2024-12-12","86400.00","6.14","40079.83","33","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14784","Panorama Ocean Suite","Confirmed","2024-11-16","11:23:00","Tuesday","2024-12-10","2024-12-14","172800.00","6.58","40079.83","43","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14785","Infinity Sea View","Confirmed","2024-11-17","14:36:00","Tuesday","2024-12-10","2024-12-11","18000.00","7.02","16018.09","18","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14786","Infinity Sea View","Confirmed","2024-12-06","20:37:00","Tuesday","2024-12-10","2024-12-13","54000.00","7.46","16018.09","49","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14787","Panorama Ocean Suite","Confirmed","2024-12-06","15:38:00","Tuesday","2024-12-10","2024-12-15","216000.00","7.89","40079.83","10","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14788","Super Deluxe Twin","Confirmed","2024-11-15","09:07:00","Tuesday","2024-12-10","2024-12-14","43200.00","8.33","11410.67","41","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14789","Super Deluxe Twin","Confirmed","2024-11-22","19:29:00","Tuesday","2024-12-10","2024-12-12","21600.00","8.77","11410.67","18","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14790","Infinity Sea View","Confirmed","2024-11-28","18:41:00","Tuesday","2024-12-10","2024-12-14","72000.00","9.21","16018.09","35","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14791","Panorama Ocean Suite","Confirmed","2024-11-16","19:59:00","Tuesday","2024-12-10","2024-12-12","86400.00","9.65","40079.83","33","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14792","Super Deluxe King","Confirmed","2024-12-04","12:49:00","Tuesday","2024-12-10","2024-12-13","37800.00","10.09","12159.61","36","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14793","Panorama Ocean Suite","Confirmed","2024-12-05","18:26:00","Tuesday","2024-12-10","2024-12-11","43200.00","10.53","40079.83","14","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14794","Panorama Ocean Suite","Confirmed","2024-12-08","10:51:00","Tuesday","2024-12-10","2024-12-11","43200.00","10.96","40079.83","48","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14795","Infinity Sea View","Confirmed","2024-11-25","13:40:00","Tuesday","2024-12-10","2024-12-13","54000.00","11.40","16018.09","46","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14796","Junior Suite","Confirmed","2024-11-22","08:02:00","Tuesday","2024-12-10","2024-12-13","75600.00","11.84","25129.94","34","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14797","Panorama Ocean Suite","Confirmed","2024-11-21","13:51:00","Tuesday","2024-12-10","2024-12-12","86400.00","12.28","40079.83","42","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14798","Panorama Ocean Suite","Confirmed","2024-12-03","08:39:00","Tuesday","2024-12-10","2024-12-12","86400.00","12.72","40079.83","10","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14799","Panorama Ocean Suite","Confirmed","2024-11-29","15:31:00","Tuesday","2024-12-10","2024-12-15","216000.00","13.16","40079.83","45","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14800","Junior Suite","Confirmed","2024-12-02","13:24:00","Tuesday","2024-12-10","2024-12-11","25200.00","13.60","25129.94","26","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14801","Super Deluxe King","Confirmed","2024-11-26","15:28:00","Wednesday","2024-12-11","2024-12-15","50400.00","0.44","11431.71","26","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14802","Super Deluxe King","Confirmed","2024-11-22","12:25:00","Wednesday","2024-12-11","2024-12-14","37800.00","0.88","11431.71","26","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14803","Panorama Ocean Suite","Confirmed","2024-12-10","15:11:00","Wednesday","2024-12-11","2024-12-12","43200.00","1.32","41535.01","42","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14804","Super Deluxe Twin","Confirmed","2024-11-18","10:18:00","Wednesday","2024-12-11","2024-12-16","54000.00","1.75","11199.83","43","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14805","Infinity Sea View","Confirmed","2024-11-19","11:16:00","Wednesday","2024-12-11","2024-12-12","18000.00","2.19","15824.81","49","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14806","Infinity Sea View","Confirmed","2024-12-05","12:24:00","Wednesday","2024-12-11","2024-12-16","90000.00","2.63","15824.81","19","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14807","Super Deluxe Twin","Confirmed","2024-11-27","18:39:00","Wednesday","2024-12-11","2024-12-12","10800.00","3.07","11199.83","35","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14808","Super Deluxe Twin","Confirmed","2024-12-05","16:44:00","Wednesday","2024-12-11","2024-12-16","54000.00","3.51","11199.83","24","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14809","Infinity Sea View","Confirmed","2024-12-09","08:32:00","Wednesday","2024-12-11","2024-12-16","90000.00","3.95","15824.81","17","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14810","Super Deluxe Twin","Confirmed","2024-11-24","18:17:00","Wednesday","2024-12-11","2024-12-15","43200.00","4.39","11199.83","20","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14811","Junior Suite","Confirmed","2024-11-16","20:59:00","Wednesday","2024-12-11","2024-12-15","100800.00","4.82","23413.83","22","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14812","Panorama Ocean Suite","Confirmed","2024-11-18","20:30:00","Wednesday","2024-12-11","2024-12-16","216000.00","5.26","41535.01","42","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14813","Super Deluxe Twin","Confirmed","2024-11-16","18:22:00","Wednesday","2024-12-11","2024-12-16","54000.00","5.70","11199.83","35","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14814","Panorama Ocean Suite","Confirmed","2024-11-15","17:43:00","Wednesday","2024-12-11","2024-12-12","43200.00","6.14","41535.01","28","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14815","Panorama Ocean Suite","Confirmed","2024-11-28","11:21:00","Wednesday","2024-12-11","2024-12-14","129600.00","6.58","41535.01","43","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14816","Panorama Ocean Suite","Confirmed","2024-12-09","12:55:00","Wednesday","2024-12-11","2024-12-16","216000.00","7.02","41535.01","26","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14817","Panorama Ocean Suite","Confirmed","2024-12-10","15:27:00","Wednesday","2024-12-11","2024-12-16","216000.00","7.46","41535.01","42","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14818","Super Deluxe King","Confirmed","2024-12-03","15:04:00","Wednesday","2024-12-11","2024-12-15","50400.00","7.89","11431.71","27","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14819","Super Deluxe Twin","Confirmed","2024-11-24","13:14:00","Wednesday","2024-12-11","2024-12-14","32400.00","8.33","11199.83","41","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14820","Panorama Ocean Suite","Confirmed","2024-11-14","14:19:00","Wednesday","2024-12-11","2024-12-16","216000.00","8.77","41535.01","31","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14821","Super Deluxe Twin","Confirmed","2024-11-28","11:09:00","Wednesday","2024-12-11","2024-12-14","32400.00","9.21","11199.83","45","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14822","Super Deluxe King","Confirmed","2024-11-26","08:04:00","Wednesday","2024-12-11","2024-12-15","50400.00","9.65","11431.71","42","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
